lot_id,component_id,param_name,value_0h,value_24h,value_96h,value_168h
LOT_001,LOT_001_C0792,leakage_current_uA,11.4599,11.5438,12.0667,12.2756
LOT_001,LOT_001_C0792,propagation_delay_ns,8.7233,8.8714,9.1756,9.4872
LOT_001,LOT_001_C0793,leakage_current_uA,11.3766,11.4691,11.7442,11.9539
LOT_001,LOT_001_C0793,propagation_delay_ns,8.6368,8.7188,9.116,9.3974
LOT_001,LOT_001_C0794,leakage_current_uA,10.4151,10.4541,10.9296,11.2571
LOT_001,LOT_001_C0794,propagation_delay_ns,6.7742,6.8777,7.0359,7.231
LOT_001,LOT_001_C0795,leakage_current_uA,7.8205,7.5357,8.1464,8.0736
LOT_001,LOT_001_C0795,propagation_delay_ns,7.7412,7.6872,8.1087,8.4456
LOT_001,LOT_001_C0796,leakage_current_uA,19.7277,20.3748,21.4795,22.0231
LOT_001,LOT_001_C0796,propagation_delay_ns,8.42,8.3654,8.7617,9.1371
LOT_001,LOT_001_C0797,leakage_current_uA,11.8768,12.239,12.7547,13.4143
LOT_001,LOT_001_C0797,propagation_delay_ns,8.2615,8.2018,8.57,8.7397
LOT_001,LOT_001_C0798,leakage_current_uA,12.039,12.3234,13.0594,13.2329
LOT_001,LOT_001_C0798,propagation_delay_ns,7.9766,8.158,8.2847,8.5682
LOT_001,LOT_001_C0799,leakage_current_uA,13.5281,13.2977,14.0334,15.1208
LOT_001,LOT_001_C0799,propagation_delay_ns,6.8936,6.9132,7.213,7.3244
LOT_001,LOT_001_C0800,leakage_current_uA,15.9478,16.1973,16.9771,18.0161
LOT_001,LOT_001_C0800,propagation_delay_ns,7.2031,7.3203,7.4939,7.685
LOT_001,LOT_001_C0801,leakage_current_uA,18.3565,18.5406,19.477,20.2749
LOT_001,LOT_001_C0801,propagation_delay_ns,6.9571,7.0763,7.3189,7.6308
LOT_001,LOT_001_C0802,leakage_current_uA,11.7975,11.8913,12.7598,13.8208
LOT_001,LOT_001_C0802,propagation_delay_ns,7.3781,7.5673,7.7607,8.1516
LOT_001,LOT_001_C0803,leakage_current_uA,12.7769,12.9385,13.7056,14.1857
LOT_001,LOT_001_C0803,propagation_delay_ns,8.7853,9.0021,9.261,9.5219
LOT_001,LOT_001_C0804,leakage_current_uA,11.8464,12.7649,12.8932,13.8177
LOT_001,LOT_001_C0804,propagation_delay_ns,6.6307,6.6873,7.0292,7.32
LOT_001,LOT_001_C0805,leakage_current_uA,12.6922,12.3766,15.2711,19.6277
LOT_001,LOT_001_C0805,propagation_delay_ns,7.9138,8.1312,9.4861,12.4064
LOT_001,LOT_001_C0806,leakage_current_uA,16.1845,16.8286,17.479,18.3835
LOT_001,LOT_001_C0806,propagation_delay_ns,7.016,7.105,7.2621,7.4753
LOT_001,LOT_001_C0807,leakage_current_uA,13.8085,14.1002,14.6223,15.2608
LOT_001,LOT_001_C0807,propagation_delay_ns,8.159,8.2753,8.6075,8.974
LOT_001,LOT_001_C0808,leakage_current_uA,10.7261,10.8987,11.3153,12.014
LOT_001,LOT_001_C0808,propagation_delay_ns,8.3847,8.3618,8.7594,9.2145
LOT_001,LOT_001_C0809,leakage_current_uA,12.9928,13.2509,14.0539,14.3596
LOT_001,LOT_001_C0809,propagation_delay_ns,9.3445,9.332,9.6284,9.8417
LOT_001,LOT_001_C0810,leakage_current_uA,15.3925,15.0118,16.2434,16.8456
LOT_001,LOT_001_C0810,propagation_delay_ns,7.0936,6.9861,7.4385,7.8123
LOT_001,LOT_001_C0811,leakage_current_uA,14.2887,14.2318,15.1158,15.3345
LOT_001,LOT_001_C0811,propagation_delay_ns,7.5158,7.4694,7.688,7.9002
LOT_001,LOT_001_C0812,leakage_current_uA,13.5369,14.2888,14.7423,16.049
LOT_001,LOT_001_C0812,propagation_delay_ns,7.9297,8.065,8.3256,8.6198
LOT_001,LOT_001_C0813,leakage_current_uA,15.6229,16.0301,16.454,17.1661
LOT_001,LOT_001_C0813,propagation_delay_ns,7.7056,7.8822,8.1287,8.5788
LOT_001,LOT_001_C0814,leakage_current_uA,13.5516,13.7473,14.4452,15.3583
LOT_001,LOT_001_C0814,propagation_delay_ns,7.8057,7.8472,8.3509,8.7504
LOT_001,LOT_001_C0815,leakage_current_uA,15.4895,15.2442,16.3871,17.0116
LOT_001,LOT_001_C0815,propagation_delay_ns,7.5029,7.5792,7.8408,8.1167
LOT_001,LOT_001_C0816,leakage_current_uA,13.4595,13.2739,14.299,14.6049
LOT_001,LOT_001_C0816,propagation_delay_ns,8.1698,8.3746,8.6471,8.9256
LOT_001,LOT_001_C0817,leakage_current_uA,18.3366,18.9167,19.8227,21.2687
LOT_001,LOT_001_C0817,propagation_delay_ns,7.8007,7.9711,8.2354,8.4625
LOT_001,LOT_001_C0818,leakage_current_uA,12.3377,12.2213,12.9755,13.4806
LOT_001,LOT_001_C0818,propagation_delay_ns,7.7973,7.8808,8.1713,8.4913
LOT_001,LOT_001_C0819,leakage_current_uA,13.8391,14.0646,14.5039,15.0244
LOT_001,LOT_001_C0819,propagation_delay_ns,6.9672,7.0671,7.2259,7.592
LOT_001,LOT_001_C0820,leakage_current_uA,12.8103,13.1113,13.4402,14.4
LOT_001,LOT_001_C0820,propagation_delay_ns,9.2384,9.3717,9.6697,10.0423
LOT_001,LOT_001_C0821,leakage_current_uA,13.8782,14.2578,14.9442,15.6977
LOT_001,LOT_001_C0821,propagation_delay_ns,7.9576,7.9663,8.2156,8.5029
LOT_001,LOT_001_C0822,leakage_current_uA,9.8761,9.6982,10.4897,10.864
LOT_001,LOT_001_C0822,propagation_delay_ns,6.9392,7.0237,7.4129,7.7369
LOT_001,LOT_001_C0823,leakage_current_uA,14.4379,14.69,15.7881,16.3347
LOT_001,LOT_001_C0823,propagation_delay_ns,8.2953,8.3913,8.7082,9.031
LOT_001,LOT_001_C0824,leakage_current_uA,12.9499,13.2556,14.0564,14.9099
LOT_001,LOT_001_C0824,propagation_delay_ns,7.7022,7.7941,8.1575,8.544
LOT_001,LOT_001_C0825,leakage_current_uA,8.4621,8.6909,9.3193,9.7289
LOT_001,LOT_001_C0825,propagation_delay_ns,8.0043,8.2057,8.4753,8.7796
LOT_001,LOT_001_C0826,leakage_current_uA,15.1019,14.7081,15.7894,16.5924
LOT_001,LOT_001_C0826,propagation_delay_ns,7.4242,7.5948,7.658,7.9764
LOT_001,LOT_001_C0827,leakage_current_uA,14.6565,14.7035,15.0883,15.6894
LOT_001,LOT_001_C0827,propagation_delay_ns,8.1483,8.1841,8.4102,8.6234
LOT_001,LOT_001_C0828,leakage_current_uA,8.5705,8.6302,9.449,9.3844
LOT_001,LOT_001_C0828,propagation_delay_ns,7.2498,7.1995,7.5403,7.7308
LOT_001,LOT_001_C0829,leakage_current_uA,7.3541,7.5037,7.5608,8.1616
LOT_001,LOT_001_C0829,propagation_delay_ns,8.7723,9.0193,9.3423,9.6556
LOT_001,LOT_001_C0830,leakage_current_uA,13.6635,13.659,14.1818,15.0784
LOT_001,LOT_001_C0830,propagation_delay_ns,7.5443,7.7128,8.0158,8.3226
LOT_001,LOT_001_C0831,leakage_current_uA,55.6304,56.6859,59.5966,63.6093
LOT_001,LOT_001_C0831,propagation_delay_ns,23.128,23.6769,24.8457,26.3079
LOT_001,LOT_001_C0832,leakage_current_uA,15.6203,16.081,16.5337,17.1333
LOT_001,LOT_001_C0832,propagation_delay_ns,7.1084,7.2455,7.3473,7.5524
LOT_001,LOT_001_C0833,leakage_current_uA,16.587,16.4342,17.1819,17.7492
LOT_001,LOT_001_C0833,propagation_delay_ns,7.8001,7.7328,8.0819,8.4991
LOT_001,LOT_001_C0834,leakage_current_uA,13.8729,14.3771,15.3394,16.1084
LOT_001,LOT_001_C0834,propagation_delay_ns,7.3591,7.5144,7.7927,8.0143
LOT_001,LOT_001_C0835,leakage_current_uA,40.8215,41.1636,43.5055,46.9084
LOT_001,LOT_001_C0835,propagation_delay_ns,16.882,17.2642,17.8433,18.8942
LOT_001,LOT_001_C0836,leakage_current_uA,15.1522,15.2993,16.0223,16.5231
LOT_001,LOT_001_C0836,propagation_delay_ns,7.284,7.305,7.7123,8.0803
LOT_001,LOT_001_C0837,leakage_current_uA,14.0732,13.7166,14.3906,15.3446
LOT_001,LOT_001_C0837,propagation_delay_ns,6.4121,6.4751,6.6403,6.8431
LOT_001,LOT_001_C0838,leakage_current_uA,10.0134,10.1627,10.8961,11.1571
LOT_001,LOT_001_C0838,propagation_delay_ns,7.9259,7.9533,8.2061,8.5992
LOT_001,LOT_001_C0839,leakage_current_uA,10.8019,11.0099,10.997,11.3487
LOT_001,LOT_001_C0839,propagation_delay_ns,6.6003,6.7863,6.9674,7.2552
LOT_001,LOT_001_C0840,leakage_current_uA,12.9064,13.107,14.0436,14.446
LOT_001,LOT_001_C0840,propagation_delay_ns,8.4655,8.5353,8.9121,9.2987
LOT_001,LOT_001_C0841,leakage_current_uA,10.9257,11.0035,11.7561,12.4206
LOT_001,LOT_001_C0841,propagation_delay_ns,6.9519,7.0091,7.2709,7.6893
LOT_001,LOT_001_C0842,leakage_current_uA,9.0655,9.3065,9.587,9.8506
LOT_001,LOT_001_C0842,propagation_delay_ns,8.8134,8.8765,9.1409,9.5187
LOT_001,LOT_001_C0843,leakage_current_uA,18.06,18.2685,19.0282,19.4002
LOT_001,LOT_001_C0843,propagation_delay_ns,9.3097,9.4428,9.826,10.2505
LOT_001,LOT_001_C0844,leakage_current_uA,14.5316,15.1391,15.712,16.5617
LOT_001,LOT_001_C0844,propagation_delay_ns,7.6509,7.6796,8.0548,8.3174
LOT_001,LOT_001_C0845,leakage_current_uA,12.4139,12.9445,13.6657,14.3415
LOT_001,LOT_001_C0845,propagation_delay_ns,6.7355,6.9055,7.0408,7.191
LOT_001,LOT_001_C0846,leakage_current_uA,9.4168,9.1494,13.8145,20.0664
LOT_001,LOT_001_C0846,propagation_delay_ns,6.7892,6.9751,9.8121,13.8932
LOT_001,LOT_001_C0847,leakage_current_uA,11.1602,11.4572,12.0247,12.7671
LOT_001,LOT_001_C0847,propagation_delay_ns,6.8792,7.0072,7.4021,7.5386
LOT_001,LOT_001_C0848,leakage_current_uA,12.2225,12.5755,12.925,13.4173
LOT_001,LOT_001_C0848,propagation_delay_ns,8.6391,8.7612,8.9598,9.5253
LOT_001,LOT_001_C0849,leakage_current_uA,10.5477,10.0426,14.3153,22.1113
LOT_001,LOT_001_C0849,propagation_delay_ns,7.4381,7.5351,10.243,14.3927
LOT_001,LOT_001_C0850,leakage_current_uA,12.2807,12.9104,13.4514,13.6635
LOT_001,LOT_001_C0850,propagation_delay_ns,6.3741,6.4421,6.7255,6.9513
LOT_001,LOT_001_C0851,leakage_current_uA,16.4661,16.933,17.1381,18.2645
LOT_001,LOT_001_C0851,propagation_delay_ns,7.6879,7.8707,8.2252,8.5607
LOT_001,LOT_001_C0852,leakage_current_uA,15.9013,16.3417,17.0687,18.095
LOT_001,LOT_001_C0852,propagation_delay_ns,8.25,8.3874,8.6958,9.0588
LOT_001,LOT_001_C0853,leakage_current_uA,18.9102,19.1919,23.8412,29.4437
LOT_001,LOT_001_C0853,propagation_delay_ns,8.7078,8.8371,10.6365,13.7907
LOT_001,LOT_001_C0854,leakage_current_uA,14.9142,15.1285,15.4947,16.6421
LOT_001,LOT_001_C0854,propagation_delay_ns,9.0381,9.0196,9.4171,9.7463
LOT_001,LOT_001_C0855,leakage_current_uA,16.3839,16.8532,17.6007,17.9341
LOT_001,LOT_001_C0855,propagation_delay_ns,7.7303,7.891,8.3374,8.5427
LOT_001,LOT_001_C0856,leakage_current_uA,15.0364,15.3439,16.3636,16.8615
LOT_001,LOT_001_C0856,propagation_delay_ns,8.1564,8.1952,8.5944,8.7579
LOT_001,LOT_001_C0857,leakage_current_uA,15.2497,15.1102,15.8438,16.2131
LOT_001,LOT_001_C0857,propagation_delay_ns,6.9635,7.1053,7.4565,7.6863
LOT_001,LOT_001_C0858,leakage_current_uA,9.9946,10.4363,10.6238,10.9515
LOT_001,LOT_001_C0858,propagation_delay_ns,7.5841,7.7272,8.0316,8.2202
LOT_001,LOT_001_C0859,leakage_current_uA,9.0064,8.918,9.3591,10.0292
LOT_001,LOT_001_C0859,propagation_delay_ns,7.0547,7.2141,7.3896,7.6055
LOT_001,LOT_001_C0860,leakage_current_uA,9.7327,10.0454,10.7115,10.6701
LOT_001,LOT_001_C0860,propagation_delay_ns,6.6675,6.7491,7.0531,7.1399
LOT_001,LOT_001_C0861,leakage_current_uA,13.5864,13.9858,14.5113,15.6766
LOT_001,LOT_001_C0861,propagation_delay_ns,7.1835,7.3172,7.5186,7.561
LOT_001,LOT_001_C0862,leakage_current_uA,13.4775,13.7022,14.1985,14.9393
LOT_001,LOT_001_C0862,propagation_delay_ns,8.135,8.2928,8.5671,8.9973
LOT_001,LOT_001_C0863,leakage_current_uA,16.2559,16.4216,17.6178,17.7964
LOT_001,LOT_001_C0863,propagation_delay_ns,7.3608,7.4544,7.6346,7.9883
LOT_001,LOT_001_C0864,leakage_current_uA,13.5229,13.8899,14.5781,15.7424
LOT_001,LOT_001_C0864,propagation_delay_ns,7.7421,7.8373,8.1812,8.5273
LOT_001,LOT_001_C0865,leakage_current_uA,11.2,11.3505,11.2833,11.8058
LOT_001,LOT_001_C0865,propagation_delay_ns,6.7063,6.8081,7.0145,7.311
LOT_001,LOT_001_C0866,leakage_current_uA,9.9849,9.7653,14.5026,22.697
LOT_001,LOT_001_C0866,propagation_delay_ns,7.8255,7.9009,9.0121,10.9704
LOT_001,LOT_001_C0867,leakage_current_uA,12.3912,12.413,12.8616,13.844
LOT_001,LOT_001_C0867,propagation_delay_ns,7.8659,7.9693,8.2344,8.5459
LOT_001,LOT_001_C0868,leakage_current_uA,13.8989,14.6599,14.8009,15.9142
LOT_001,LOT_001_C0868,propagation_delay_ns,6.7479,6.8493,7.0669,7.3577
LOT_001,LOT_001_C0869,leakage_current_uA,13.7632,14.304,14.5373,15.4571
LOT_001,LOT_001_C0869,propagation_delay_ns,8.2835,8.4439,8.6926,9.0699
LOT_001,LOT_001_C0870,leakage_current_uA,11.0264,11.1296,15.1962,20.325
LOT_001,LOT_001_C0870,propagation_delay_ns,7.4786,7.548,9.9387,13.2844
LOT_001,LOT_001_C0871,leakage_current_uA,13.4074,13.6752,14.0733,15.0484
LOT_001,LOT_001_C0871,propagation_delay_ns,7.7239,7.6526,8.0605,8.4081
LOT_001,LOT_001_C0872,leakage_current_uA,10.3167,10.5693,11.0199,11.5713
LOT_001,LOT_001_C0872,propagation_delay_ns,8.2065,8.3982,8.7052,8.9425
LOT_001,LOT_001_C0873,leakage_current_uA,14.3127,14.3509,15.4555,16.3857
LOT_001,LOT_001_C0873,propagation_delay_ns,7.1425,7.179,7.3536,7.7602
LOT_001,LOT_001_C0874,leakage_current_uA,10.0642,10.8486,11.0329,11.8994
LOT_001,LOT_001_C0874,propagation_delay_ns,8.0991,8.1943,8.459,8.6973
LOT_001,LOT_001_C0875,leakage_current_uA,10.7184,11.0119,11.7086,12.1434
LOT_001,LOT_001_C0875,propagation_delay_ns,7.0923,7.156,7.4824,7.8403
LOT_001,LOT_001_C0876,leakage_current_uA,13.2137,13.7335,14.2058,15.0343
LOT_001,LOT_001_C0876,propagation_delay_ns,7.4183,7.5392,7.8045,8.095
LOT_001,LOT_001_C0877,leakage_current_uA,13.6483,13.8977,14.5876,14.9618
LOT_001,LOT_001_C0877,propagation_delay_ns,7.5634,7.5946,7.8631,8.2185
LOT_001,LOT_001_C0878,leakage_current_uA,14.6381,15.069,15.9798,16.3773
LOT_001,LOT_001_C0878,propagation_delay_ns,8.758,8.8522,9.0477,9.4583
LOT_001,LOT_001_C0879,leakage_current_uA,9.9781,10.3399,10.2367,10.8459
LOT_001,LOT_001_C0879,propagation_delay_ns,8.6996,8.8073,9.2191,9.622
LOT_001,LOT_001_C0880,leakage_current_uA,14.0637,13.9428,15.0421,15.2165
LOT_001,LOT_001_C0880,propagation_delay_ns,8.0482,8.1471,8.5091,8.6076
LOT_001,LOT_001_C0881,leakage_current_uA,9.6451,9.5416,10.4368,10.5604
LOT_001,LOT_001_C0881,propagation_delay_ns,7.9456,7.9857,8.044,8.4215
LOT_001,LOT_001_C0882,leakage_current_uA,12.2456,12.5214,12.8512,13.4947
LOT_001,LOT_001_C0882,propagation_delay_ns,7.7433,7.7407,7.9236,8.1942
LOT_001,LOT_001_C0883,leakage_current_uA,15.3073,15.7465,15.8945,16.1948
LOT_001,LOT_001_C0883,propagation_delay_ns,7.092,7.1172,7.5563,7.8204
LOT_001,LOT_001_C0884,leakage_current_uA,13.6254,14.2052,15.1199,16.0033
LOT_001,LOT_001_C0884,propagation_delay_ns,8.0851,8.3006,8.6241,9.1383
LOT_001,LOT_001_C0885,leakage_current_uA,15.7627,16.0659,16.9511,17.2157
LOT_001,LOT_001_C0885,propagation_delay_ns,6.0414,6.2505,6.4647,6.6962
LOT_001,LOT_001_C0886,leakage_current_uA,11.506,11.5525,16.8333,26.7457
LOT_001,LOT_001_C0886,propagation_delay_ns,7.5587,7.6371,8.5018,9.8353
LOT_001,LOT_001_C0887,leakage_current_uA,14.779,15.1495,15.4765,15.8521
LOT_001,LOT_001_C0887,propagation_delay_ns,7.3086,7.3874,7.7341,7.949
LOT_001,LOT_001_C0888,leakage_current_uA,11.5521,11.9827,12.2558,12.8459
LOT_001,LOT_001_C0888,propagation_delay_ns,7.3428,7.4723,7.5923,7.8423
LOT_001,LOT_001_C0889,leakage_current_uA,12.6952,13.0371,16.4135,23.2023
LOT_001,LOT_001_C0889,propagation_delay_ns,8.0027,8.1797,10.2212,14.1717
LOT_001,LOT_001_C0890,leakage_current_uA,14.5896,15.345,15.4964,15.9155
LOT_001,LOT_001_C0890,propagation_delay_ns,7.4108,7.5952,7.8944,8.3199
LOT_001,LOT_001_C0891,leakage_current_uA,14.1728,14.2703,14.8083,16.2575
LOT_001,LOT_001_C0891,propagation_delay_ns,8.2321,8.2911,8.3799,8.6561
LOT_001,LOT_001_C0892,leakage_current_uA,12.5455,12.9295,13.1885,14.2461
LOT_001,LOT_001_C0892,propagation_delay_ns,8.4811,8.5585,8.978,9.2194
LOT_001,LOT_001_C0893,leakage_current_uA,13.7465,13.5667,14.0982,14.4806
LOT_001,LOT_001_C0893,propagation_delay_ns,7.9391,8.0262,8.3482,8.5171
LOT_001,LOT_001_C0894,leakage_current_uA,10.2917,10.6628,10.8373,11.3705
LOT_001,LOT_001_C0894,propagation_delay_ns,7.8657,7.9534,8.1512,8.4379
LOT_001,LOT_001_C0895,leakage_current_uA,15.0697,15.0478,15.8466,16.5322
LOT_001,LOT_001_C0895,propagation_delay_ns,7.7947,7.8595,8.2146,8.5788
LOT_001,LOT_001_C0896,leakage_current_uA,8.8313,9.0963,9.5105,9.8473
LOT_001,LOT_001_C0896,propagation_delay_ns,8.5777,8.8136,9.1668,9.5173
LOT_001,LOT_001_C0897,leakage_current_uA,14.2072,14.4637,15.2792,16.0209
LOT_001,LOT_001_C0897,propagation_delay_ns,8.2524,8.4093,8.5554,8.9034
LOT_001,LOT_001_C0898,leakage_current_uA,8.384,8.3418,11.6522,15.6823
LOT_001,LOT_001_C0898,propagation_delay_ns,8.4727,8.4371,10.4692,13.4048
LOT_001,LOT_001_C0899,leakage_current_uA,5.6259,5.7345,5.9899,6.1322
LOT_001,LOT_001_C0899,propagation_delay_ns,7.1754,7.2706,7.4195,7.668
LOT_001,LOT_001_C0900,leakage_current_uA,10.0873,10.1102,10.5856,10.9303
LOT_001,LOT_001_C0900,propagation_delay_ns,6.9569,7.154,7.376,7.7631
LOT_001,LOT_001_C0901,leakage_current_uA,15.9944,16.3263,24.6101,37.6947
LOT_001,LOT_001_C0901,propagation_delay_ns,7.7415,7.8652,9.879,13.637
LOT_001,LOT_001_C0902,leakage_current_uA,12.4221,12.8684,13.3714,13.8453
LOT_001,LOT_001_C0902,propagation_delay_ns,6.8883,6.9546,7.2473,7.4677
LOT_001,LOT_001_C0903,leakage_current_uA,10.9667,11.0077,11.8183,12.3683
LOT_001,LOT_001_C0903,propagation_delay_ns,7.352,7.4565,7.7196,8.0552
LOT_001,LOT_001_C0904,leakage_current_uA,9.4721,9.5568,9.3823,10.3139
LOT_001,LOT_001_C0904,propagation_delay_ns,7.5763,7.7044,8.1099,8.4096
LOT_001,LOT_001_C0905,leakage_current_uA,11.7152,11.7642,12.3015,12.5991
LOT_001,LOT_001_C0905,propagation_delay_ns,8.8186,8.943,9.2122,9.6094
LOT_001,LOT_001_C0906,leakage_current_uA,12.6806,12.9685,13.6271,14.1572
LOT_001,LOT_001_C0906,propagation_delay_ns,8.9623,9.2565,9.4795,9.9107
LOT_001,LOT_001_C0907,leakage_current_uA,13.2977,13.661,14.1974,15.3443
LOT_001,LOT_001_C0907,propagation_delay_ns,8.5498,8.6524,8.8922,9.1588
LOT_001,LOT_001_C0908,leakage_current_uA,10.4937,10.2692,10.4344,11.0265
LOT_001,LOT_001_C0908,propagation_delay_ns,6.7503,6.8158,7.0576,7.3129
LOT_001,LOT_001_C0909,leakage_current_uA,18.3618,18.9121,20.0521,20.4362
LOT_001,LOT_001_C0909,propagation_delay_ns,7.6423,7.7671,8.0943,8.4241
LOT_001,LOT_001_C0910,leakage_current_uA,15.654,15.677,16.1758,16.9559
LOT_001,LOT_001_C0910,propagation_delay_ns,8.1544,8.192,8.5066,8.7673
LOT_001,LOT_001_C0911,leakage_current_uA,15.8963,16.4784,17.1526,18.1055
LOT_001,LOT_001_C0911,propagation_delay_ns,8.656,8.5851,8.8946,9.076
LOT_001,LOT_001_C0912,leakage_current_uA,13.7644,13.7062,14.2351,15.3187
LOT_001,LOT_001_C0912,propagation_delay_ns,7.6264,7.8888,7.9994,8.3921
LOT_001,LOT_001_C0913,leakage_current_uA,13.9487,14.5225,14.1118,15.1024
LOT_001,LOT_001_C0913,propagation_delay_ns,7.5149,7.5688,7.8281,8.0583
LOT_001,LOT_001_C0914,leakage_current_uA,9.7105,9.6287,10.6588,11.1211
LOT_001,LOT_001_C0914,propagation_delay_ns,8.2654,8.4037,8.6644,8.8668
LOT_001,LOT_001_C0915,leakage_current_uA,11.5694,11.8026,12.1724,12.6553
LOT_001,LOT_001_C0915,propagation_delay_ns,8.7176,8.7879,9.0887,9.497
LOT_001,LOT_001_C0916,leakage_current_uA,16.255,16.3171,16.5821,17.7958
LOT_001,LOT_001_C0916,propagation_delay_ns,8.5793,8.7241,9.0383,9.4343
LOT_001,LOT_001_C0917,leakage_current_uA,13.3928,14.3736,14.7733,15.6466
LOT_001,LOT_001_C0917,propagation_delay_ns,7.3949,7.4881,7.8727,8.226
LOT_001,LOT_001_C0918,leakage_current_uA,15.2106,15.18,16.1207,16.8363
LOT_001,LOT_001_C0918,propagation_delay_ns,6.3436,6.4565,6.5623,6.8042
LOT_001,LOT_001_C0919,leakage_current_uA,15.7218,15.3389,16.3283,18.11
LOT_001,LOT_001_C0919,propagation_delay_ns,8.3785,8.4957,8.7701,9.227
LOT_001,LOT_001_C0920,leakage_current_uA,12.4982,13.3409,13.4016,14.1721
LOT_001,LOT_001_C0920,propagation_delay_ns,7.8272,8.0294,8.3188,8.5715
LOT_001,LOT_001_C0921,leakage_current_uA,12.5838,12.9592,13.6921,14.4145
LOT_001,LOT_001_C0921,propagation_delay_ns,7.8016,8.034,8.2396,8.3867
LOT_001,LOT_001_C0922,leakage_current_uA,13.6791,14.0337,21.8939,34.9124
LOT_001,LOT_001_C0922,propagation_delay_ns,7.2648,7.391,8.9257,12.379
LOT_001,LOT_001_C0923,leakage_current_uA,12.8423,13.395,13.5429,14.4666
LOT_001,LOT_001_C0923,propagation_delay_ns,6.643,6.7387,7.0799,7.2802
LOT_001,LOT_001_C0924,leakage_current_uA,14.4319,14.942,15.8027,16.0289
LOT_001,LOT_001_C0924,propagation_delay_ns,8.2748,8.3403,8.5223,8.564
LOT_001,LOT_001_C0925,leakage_current_uA,16.7502,16.9568,17.4638,18.3162
LOT_001,LOT_001_C0925,propagation_delay_ns,7.6656,7.7489,8.088,8.2614
LOT_001,LOT_001_C0926,leakage_current_uA,10.7257,10.7876,11.2051,11.6698
LOT_001,LOT_001_C0926,propagation_delay_ns,7.5652,7.7766,8.1557,8.3437
LOT_001,LOT_001_C0927,leakage_current_uA,9.2745,8.6196,9.5144,9.9876
LOT_001,LOT_001_C0927,propagation_delay_ns,7.0894,7.1898,7.3584,7.6845
LOT_001,LOT_001_C0928,leakage_current_uA,15.6521,15.5136,19.8516,29.7387
LOT_001,LOT_001_C0928,propagation_delay_ns,6.6701,6.6998,7.7371,9.5659
LOT_001,LOT_001_C0929,leakage_current_uA,15.0042,15.2512,15.816,17.1513
LOT_001,LOT_001_C0929,propagation_delay_ns,7.5326,7.5949,7.9413,8.1954
LOT_001,LOT_001_C0930,leakage_current_uA,14.7079,15.3177,15.9618,17.5939
LOT_001,LOT_001_C0930,propagation_delay_ns,8.4668,8.5897,9.0219,9.2576
LOT_001,LOT_001_C0931,leakage_current_uA,9.5476,9.7153,9.9106,10.5623
LOT_001,LOT_001_C0931,propagation_delay_ns,7.1112,7.2394,7.6022,7.859
LOT_001,LOT_001_C0932,leakage_current_uA,10.812,11.3702,11.9537,12.353
LOT_001,LOT_001_C0932,propagation_delay_ns,7.141,7.1191,7.456,7.8064
LOT_001,LOT_001_C0933,leakage_current_uA,11.2414,11.7037,12.2539,12.4208
LOT_001,LOT_001_C0933,propagation_delay_ns,7.947,8.1014,8.4054,8.9104
LOT_001,LOT_001_C0934,leakage_current_uA,17.0912,16.9588,25.1644,36.9246
LOT_001,LOT_001_C0934,propagation_delay_ns,7.1561,7.2068,8.4089,10.013
LOT_001,LOT_001_C0935,leakage_current_uA,11.4216,11.1138,12.3005,12.6573
LOT_001,LOT_001_C0935,propagation_delay_ns,7.2849,7.3143,7.5357,7.7046
LOT_001,LOT_001_C0936,leakage_current_uA,10.1396,10.0611,10.4826,10.6874
LOT_001,LOT_001_C0936,propagation_delay_ns,7.8001,7.7869,8.0463,8.4232
LOT_001,LOT_001_C0937,leakage_current_uA,12.2415,11.9135,13.0034,13.4423
LOT_001,LOT_001_C0937,propagation_delay_ns,8.0315,8.0699,8.4885,8.7825
LOT_001,LOT_001_C0938,leakage_current_uA,14.1902,14.0435,15.1135,15.4805
LOT_001,LOT_001_C0938,propagation_delay_ns,8.1105,8.1797,8.5733,8.8671
LOT_001,LOT_001_C0939,leakage_current_uA,13.0748,13.1641,13.5277,13.687
LOT_001,LOT_001_C0939,propagation_delay_ns,8.2427,8.3082,8.4621,8.791
LOT_001,LOT_001_C0940,leakage_current_uA,18.5283,19.164,19.8313,20.546
LOT_001,LOT_001_C0940,propagation_delay_ns,7.9278,8.026,8.1483,8.6072
LOT_002,LOT_002_C0000,leakage_current_uA,21.5818,21.8949,23.2048,24.4035
LOT_002,LOT_002_C0000,propagation_delay_ns,9.6771,9.7239,9.8492,9.9973
LOT_002,LOT_002_C0001,leakage_current_uA,27.0133,27.6608,28.7094,29.6614
LOT_002,LOT_002_C0001,propagation_delay_ns,9.315,9.3482,9.5752,9.6302
LOT_002,LOT_002_C0002,leakage_current_uA,21.3015,21.2493,21.5663,22.5803
LOT_002,LOT_002_C0002,propagation_delay_ns,9.4301,9.449,9.6634,9.8486
LOT_002,LOT_002_C0003,leakage_current_uA,19.8402,19.9477,20.8897,21.4328
LOT_002,LOT_002_C0003,propagation_delay_ns,10.8105,10.8743,11.1165,11.3358
LOT_002,LOT_002_C0004,leakage_current_uA,21.8646,22.5591,23.2213,24.442
LOT_002,LOT_002_C0004,propagation_delay_ns,10.6182,10.6543,10.9898,11.0513
LOT_002,LOT_002_C0005,leakage_current_uA,27.4576,27.8625,29.3175,30.353
